metric,classifier,adjuster,dataset,column,value
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8755
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9167
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8249
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9393
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9423
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.877
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9167
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8246
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9464
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9423
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8766
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9167
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8251
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9482
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9351
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8885
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9211
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8345
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9386
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9354
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8992
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9298
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8532
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9418
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9568
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8877
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9167
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8258
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.947
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9426
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8766
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9123
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8162
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9428
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9425
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8651
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9079
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.807
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9472
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9209
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8877
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9123
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8145
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.941
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9497
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8536
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8904
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.7714
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9429
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9275
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8314
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9211
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8367
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9568
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9499
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8774
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9123
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.819
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9493
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9349
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8759
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9211
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8376
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9553
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.942
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.887
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9254
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8431
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9473
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9497
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8877
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9123
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8167
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9472
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9499
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8544
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9167
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8241
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9442
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9426
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8759
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9035
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.7981
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9366
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9349
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.854
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9123
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.815
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9484
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9425
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8648
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9123
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8168
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9391
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9278
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8885
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9211
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8337
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9398
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.957
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8644
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8991
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.7895
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9345
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9212
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8651
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9167
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8253
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9474
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9425
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.877
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9123
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8196
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9492
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9138
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9103
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9298
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8525
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9467
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9426
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9092
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9254
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8428
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.932
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9496
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.887
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9254
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8433
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9454
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9423
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8989
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9167
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.83
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9573
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9499
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8659
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9079
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8144
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9523
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9214
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8881
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9211
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8342
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.945
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9352
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8985
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9167
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8276
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9472
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9422
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8755
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9211
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.834
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9365
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9496
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8762
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.886
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.7589
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9367
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.928
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8207
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9211
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8338
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9495
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.95
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8759
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9211
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.834
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.939
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9494
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8774
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9123
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8182
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9453
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9422
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8659
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9167
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8278
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9448
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9425
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8774
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9254
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8451
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9562
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9349
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.91
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9211
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8348
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9477
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9425
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8881
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9167
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8255
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9491
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9354
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8881
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9035
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.7985
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.948
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9354
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8552
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9123
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8165
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9347
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9352
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8759
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9123
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8148
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9345
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9497
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.854
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9035
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.7987
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9504
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9352
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8548
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9079
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8082
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9456
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9348
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8651
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9167
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8252
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9505
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9352
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8881
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9079
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8071
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9501
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9426
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8548
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9211
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8362
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.943
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9497
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.877
Accuracy,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9167
MCC (Matthews Corr Coef),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.8242
ROC AUC,HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9463
Sensitivity (TPR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.9422
Specificity (TNR),HistGradientBoosting,Quantile,gse20194,meta_er_status,0.877
